IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
501,K15,PS8_X0Y0,PS_MIO28_501,40.802,41.212,,,,,,,,,,,,,,,,,,,,
501,G16,PS8_X0Y0,PS_MIO29_501,39.647,40.045,,,,,,,,,,,,,,,,,,,,
501,F16,PS8_X0Y0,PS_MIO30_501,48.203,48.687,,,,,,,,,,,,,,,,,,,,
501,H16,PS8_X0Y0,PS_MIO31_501,34.138,34.481,,,,,,,,,,,,,,,,,,,,
501,J16,PS8_X0Y0,PS_MIO32_501,41.007,41.419,,,,,,,,,,,,,,,,,,,,
501,L16,PS8_X0Y0,PS_MIO33_501,52.525,53.053,,,,,,,,,,,,,,,,,,,,
501,L17,PS8_X0Y0,PS_MIO34_501,62.021,62.645,,,,,,,,,,,,,,,,,,,,
501,H17,PS8_X0Y0,PS_MIO35_501,40.428,40.835,,,,,,,,,,,,,,,,,,,,
501,K17,PS8_X0Y0,PS_MIO36_501,44.976,45.428,,,,,,,,,,,,,,,,,,,,
501,J17,PS8_X0Y0,PS_MIO37_501,53.505,54.043,,,,,,,,,,,,,,,,,,,,
501,H18,PS8_X0Y0,PS_MIO38_501,34.758,35.108,,,,,,,,,,,,,,,,,,,,
501,H19,PS8_X0Y0,PS_MIO39_501,43.741,44.181,,,,,,,,,,,,,,,,,,,,
501,K18,PS8_X0Y0,PS_MIO40_501,35.030,35.382,,,,,,,,,,,,,,,,,,,,
501,J19,PS8_X0Y0,PS_MIO41_501,25.008,25.259,,,,,,,,,,,,,,,,,,,,
501,L18,PS8_X0Y0,PS_MIO42_501,46.253,46.717,,,,,,,,,,,,,,,,,,,,
501,K19,PS8_X0Y0,PS_MIO43_501,53.197,53.732,,,,,,,,,,,,,,,,,,,,
501,J20,PS8_X0Y0,PS_MIO44_501,39.673,40.072,,,,,,,,,,,,,,,,,,,,
501,K20,PS8_X0Y0,PS_MIO45_501,37.635,38.013,,,,,,,,,,,,,,,,,,,,
501,L20,PS8_X0Y0,PS_MIO46_501,48.286,48.771,,,,,,,,,,,,,,,,,,,,
501,H21,PS8_X0Y0,PS_MIO47_501,39.427,39.823,,,,,,,,,,,,,,,,,,,,
501,J21,PS8_X0Y0,PS_MIO48_501,40.323,40.728,,,,,,,,,,,,,,,,,,,,
501,M18,PS8_X0Y0,PS_MIO49_501,74.448,75.196,,,,,,,,,,,,,,,,,,,,
501,M19,PS8_X0Y0,PS_MIO50_501,66.390,67.057,,,,,,,,,,,,,,,,,,,,
501,L21,PS8_X0Y0,PS_MIO51_501,63.203,63.838,,,,,,,,,,,,,,,,,,,,
501,H20,,VCCO_PSIO1_501,,,,,,,,,,,,,,,,,,,,,,
501,L19,,VCCO_PSIO1_501,,,,,,,,,,,,,,,,,,,,,,
502,G18,PS8_X0Y0,PS_MIO52_502,52.926,53.458,,,,,,,,,,,,,,,,,,,,
502,D16,PS8_X0Y0,PS_MIO53_502,76.645,77.416,,,,,,,,,,,,,,,,,,,,
502,F17,PS8_X0Y0,PS_MIO54_502,54.969,55.521,,,,,,,,,,,,,,,,,,,,
502,B16,PS8_X0Y0,PS_MIO55_502,85.663,86.524,,,,,,,,,,,,,,,,,,,,
502,C16,PS8_X0Y0,PS_MIO56_502,82.092,82.917,,,,,,,,,,,,,,,,,,,,
502,A16,PS8_X0Y0,PS_MIO57_502,89.485,90.385,,,,,,,,,,,,,,,,,,,,
502,F18,PS8_X0Y0,PS_MIO58_502,56.334,56.900,,,,,,,,,,,,,,,,,,,,
502,E17,PS8_X0Y0,PS_MIO59_502,85.019,85.873,,,,,,,,,,,,,,,,,,,,
502,C17,PS8_X0Y0,PS_MIO60_502,77.536,78.315,,,,,,,,,,,,,,,,,,,,
502,D17,PS8_X0Y0,PS_MIO61_502,81.269,82.086,,,,,,,,,,,,,,,,,,,,
502,A17,PS8_X0Y0,PS_MIO62_502,84.887,85.740,,,,,,,,,,,,,,,,,,,,
502,E18,PS8_X0Y0,PS_MIO63_502,79.678,80.479,,,,,,,,,,,,,,,,,,,,
502,E19,PS8_X0Y0,PS_MIO64_502,70.962,71.675,,,,,,,,,,,,,,,,,,,,
502,A18,PS8_X0Y0,PS_MIO65_502,79.519,80.318,,,,,,,,,,,,,,,,,,,,
502,G19,PS8_X0Y0,PS_MIO66_502,55.067,55.620,,,,,,,,,,,,,,,,,,,,
502,B18,PS8_X0Y0,PS_MIO67_502,75.872,76.635,,,,,,,,,,,,,,,,,,,,
502,C18,PS8_X0Y0,PS_MIO68_502,72.447,73.175,,,,,,,,,,,,,,,,,,,,
502,D19,PS8_X0Y0,PS_MIO69_502,70.033,70.736,,,,,,,,,,,,,,,,,,,,
502,C19,PS8_X0Y0,PS_MIO70_502,68.703,69.394,,,,,,,,,,,,,,,,,,,,
502,B19,PS8_X0Y0,PS_MIO71_502,74.938,75.691,,,,,,,,,,,,,,,,,,,,
502,G20,PS8_X0Y0,PS_MIO72_502,49.937,50.439,,,,,,,,,,,,,,,,,,,,
502,G21,PS8_X0Y0,PS_MIO73_502,42.266,42.691,,,,,,,,,,,,,,,,,,,,
502,D20,PS8_X0Y0,PS_MIO74_502,80.008,80.812,,,,,,,,,,,,,,,,,,,,
502,A19,PS8_X0Y0,PS_MIO75_502,74.492,75.241,,,,,,,,,,,,,,,,,,,,
502,B20,PS8_X0Y0,PS_MIO76_502,72.589,73.318,,,,,,,,,,,,,,,,,,,,
502,F20,PS8_X0Y0,PS_MIO77_502,47.247,47.722,,,,,,,,,,,,,,,,,,,,
502,D18,,VCCO_PSIO2_502,,,,,,,,,,,,,,,,,,,,,,
502,G17,,VCCO_PSIO2_502,,,,,,,,,,,,,,,,,,,,,,
503,M21,PS8_X0Y0,PS_DONE_503,44.058,44.500,,,,,,,,,,,,,,,,,,,,
503,P17,PS8_X0Y0,PS_ERROR_OUT_503,83.611,84.451,,,,,,,,,,,,,,,,,,,,
503,M20,PS8_X0Y0,PS_ERROR_STATUS_503,57.461,58.038,,,,,,,,,,,,,,,,,,,,
503,P21,PS8_X0Y0,PS_INIT_B_503,51.921,52.443,,,,,,,,,,,,,,,,,,,,
503,R19,PS8_X0Y0,PS_JTAG_TCK_503,70.892,71.604,,,,,,,,,,,,,,,,,,,,
503,R18,PS8_X0Y0,PS_JTAG_TDI_503,85.551,86.411,,,,,,,,,,,,,,,,,,,,
503,T21,PS8_X0Y0,PS_JTAG_TDO_503,71.857,72.579,,,,,,,,,,,,,,,,,,,,
503,N21,PS8_X0Y0,PS_JTAG_TMS_503,55.299,55.855,,,,,,,,,,,,,,,,,,,,
503,P19,PS8_X0Y0,PS_MODE0_503,71.686,72.407,,,,,,,,,,,,,,,,,,,,
503,P20,PS8_X0Y0,PS_MODE1_503,63.568,64.207,,,,,,,,,,,,,,,,,,,,
503,R20,PS8_X0Y0,PS_MODE2_503,69.574,70.274,,,,,,,,,,,,,,,,,,,,
503,T20,PS8_X0Y0,PS_MODE3_503,74.266,75.013,,,,,,,,,,,,,,,,,,,,
503,N17,PS8_X0Y0,PS_PADI_503,72.674,73.404,,,,,,,,,,,,,,,,,,,,
503,N18,PS8_X0Y0,PS_PADO_503,84.390,85.238,,,,,,,,,,,,,,,,,,,,
503,P16,PS8_X0Y0,PS_POR_B_503,92.062,92.988,,,,,,,,,,,,,,,,,,,,
503,R17,PS8_X0Y0,PS_PROG_B_503,83.204,84.040,,,,,,,,,,,,,,,,,,,,
503,R16,PS8_X0Y0,PS_REF_CLK_503,85.540,86.400,,,,,,,,,,,,,,,,,,,,
503,N19,PS8_X0Y0,PS_SRST_B_503,93.144,94.080,,,,,,,,,,,,,,,,,,,,
503,M17,,VCCO_PSIO3_503,,,,,,,,,,,,,,,,,,,,,,
503,P18,,VCCO_PSIO3_503,,,,,,,,,,,,,,,,,,,,,,
504,W28,PS8_X0Y0,PS_DDR_A0_504,64.830,65.481,,,,,,,,,,,,,,,,,,,,
504,AA25,PS8_X0Y0,PS_DDR_A10_504,73.445,74.183,,,,,,,,,,,,,,,,,,,,
504,AA26,PS8_X0Y0,PS_DDR_A11_504,66.236,66.902,,,,,,,,,,,,,,,,,,,,
504,AB25,PS8_X0Y0,PS_DDR_A12_504,78.900,79.693,,,,,,,,,,,,,,,,,,,,
504,AB26,PS8_X0Y0,PS_DDR_A13_504,67.860,68.542,,,,,,,,,,,,,,,,,,,,
504,AB24,PS8_X0Y0,PS_DDR_A14_504,77.018,77.792,,,,,,,,,,,,,,,,,,,,
504,AC24,PS8_X0Y0,PS_DDR_A15_504,73.530,74.269,,,,,,,,,,,,,,,,,,,,
504,AC23,PS8_X0Y0,PS_DDR_A16_504,71.646,72.366,,,,,,,,,,,,,,,,,,,,
504,AC22,PS8_X0Y0,PS_DDR_A17_504,84.936,85.790,,,,,,,,,,,,,,,,,,,,
504,Y28,PS8_X0Y0,PS_DDR_A1_504,70.392,71.100,,,,,,,,,,,,,,,,,,,,
504,AB28,PS8_X0Y0,PS_DDR_A2_504,76.697,77.468,,,,,,,,,,,,,,,,,,,,
504,AA28,PS8_X0Y0,PS_DDR_A3_504,74.128,74.873,,,,,,,,,,,,,,,,,,,,
504,Y27,PS8_X0Y0,PS_DDR_A4_504,63.395,64.032,,,,,,,,,,,,,,,,,,,,
504,AA27,PS8_X0Y0,PS_DDR_A5_504,70.015,70.719,,,,,,,,,,,,,,,,,,,,
504,Y22,PS8_X0Y0,PS_DDR_A6_504,73.620,74.360,,,,,,,,,,,,,,,,,,,,
504,AA23,PS8_X0Y0,PS_DDR_A7_504,71.953,72.676,,,,,,,,,,,,,,,,,,,,
504,AA22,PS8_X0Y0,PS_DDR_A8_504,72.645,73.376,,,,,,,,,,,,,,,,,,,,
504,AB23,PS8_X0Y0,PS_DDR_A9_504,72.023,72.747,,,,,,,,,,,,,,,,,,,,
504,Y23,PS8_X0Y0,PS_DDR_ACT_N_504,70.761,71.472,,,,,,,,,,,,,,,,,,,,
504,U25,PS8_X0Y0,PS_DDR_ALERT_N_504,37.809,38.189,,,,,,,,,,,,,,,,,,,,
504,V23,PS8_X0Y0,PS_DDR_BA0_504,71.834,72.556,,,,,,,,,,,,,,,,,,,,
504,W22,PS8_X0Y0,PS_DDR_BA1_504,73.439,74.177,,,,,,,,,,,,,,,,,,,,
504,W24,PS8_X0Y0,PS_DDR_BG0_504,62.533,63.161,,,,,,,,,,,,,,,,,,,,
504,V22,PS8_X0Y0,PS_DDR_BG1_504,72.250,72.976,,,,,,,,,,,,,,,,,,,,
504,W25,PS8_X0Y0,PS_DDR_CK0_504,71.805,72.527,,,,,,,,,,,,,,,,,,,,
504,Y24,PS8_X0Y0,PS_DDR_CK1_504,72.660,73.391,,,,,,,,,,,,,,,,,,,,
504,V28,PS8_X0Y0,PS_DDR_CKE0_504,71.102,71.816,,,,,,,,,,,,,,,,,,,,
504,V27,PS8_X0Y0,PS_DDR_CKE1_504,76.112,76.877,,,,,,,,,,,,,,,,,,,,
504,W26,PS8_X0Y0,PS_DDR_CK_N0_504,72.260,72.986,,,,,,,,,,,,,,,,,,,,
504,Y25,PS8_X0Y0,PS_DDR_CK_N1_504,73.424,74.162,,,,,,,,,,,,,,,,,,,,
504,W27,PS8_X0Y0,PS_DDR_CS_N0_504,61.397,62.014,,,,,,,,,,,,,,,,,,,,
504,V26,PS8_X0Y0,PS_DDR_CS_N1_504,72.348,73.075,,,,,,,,,,,,,,,,,,,,
504,AG20,PS8_X0Y0,PS_DDR_DM0_504,86.135,87.001,,,,,,,,,,,,,,,,,,,,
504,AE23,PS8_X0Y0,PS_DDR_DM1_504,85.159,86.015,,,,,,,,,,,,,,,,,,,,
504,AE25,PS8_X0Y0,PS_DDR_DM2_504,113.557,114.698,,,,,,,,,,,,,,,,,,,,
504,AE28,PS8_X0Y0,PS_DDR_DM3_504,101.000,102.015,,,,,,,,,,,,,,,,,,,,
504,R23,PS8_X0Y0,PS_DDR_DM4_504,63.916,64.559,,,,,,,,,,,,,,,,,,,,
504,H23,PS8_X0Y0,PS_DDR_DM5_504,82.663,83.494,,,,,,,,,,,,,,,,,,,,
504,L27,PS8_X0Y0,PS_DDR_DM6_504,61.351,61.968,,,,,,,,,,,,,,,,,,,,
504,H26,PS8_X0Y0,PS_DDR_DM7_504,69.722,70.422,,,,,,,,,,,,,,,,,,,,
504,T26,PS8_X0Y0,PS_DDR_DM8_504,43.476,43.913,,,,,,,,,,,,,,,,,,,,
504,AD21,PS8_X0Y0,PS_DDR_DQ0_504,84.851,85.704,,,,,,,,,,,,,,,,,,,,
504,AE22,PS8_X0Y0,PS_DDR_DQ10_504,83.321,84.158,,,,,,,,,,,,,,,,,,,,
504,AD22,PS8_X0Y0,PS_DDR_DQ11_504,81.475,82.293,,,,,,,,,,,,,,,,,,,,
504,AH23,PS8_X0Y0,PS_DDR_DQ12_504,95.619,96.580,,,,,,,,,,,,,,,,,,,,
504,AH24,PS8_X0Y0,PS_DDR_DQ13_504,94.606,95.557,,,,,,,,,,,,,,,,,,,,
504,AE24,PS8_X0Y0,PS_DDR_DQ14_504,86.574,87.444,,,,,,,,,,,,,,,,,,,,
504,AG24,PS8_X0Y0,PS_DDR_DQ15_504,93.429,94.368,,,,,,,,,,,,,,,,,,,,
504,AC26,PS8_X0Y0,PS_DDR_DQ16_504,103.907,104.952,,,,,,,,,,,,,,,,,,,,
504,AD26,PS8_X0Y0,PS_DDR_DQ17_504,103.843,104.887,,,,,,,,,,,,,,,,,,,,
504,AD25,PS8_X0Y0,PS_DDR_DQ18_504,97.449,98.429,,,,,,,,,,,,,,,,,,,,
504,AD24,PS8_X0Y0,PS_DDR_DQ19_504,102.694,103.726,,,,,,,,,,,,,,,,,,,,
504,AE20,PS8_X0Y0,PS_DDR_DQ1_504,84.955,85.809,,,,,,,,,,,,,,,,,,,,
504,AG26,PS8_X0Y0,PS_DDR_DQ20_504,108.376,109.466,,,,,,,,,,,,,,,,,,,,
504,AH25,PS8_X0Y0,PS_DDR_DQ21_504,113.769,114.912,,,,,,,,,,,,,,,,,,,,
504,AH26,PS8_X0Y0,PS_DDR_DQ22_504,113.334,114.473,,,,,,,,,,,,,,,,,,,,
504,AG25,PS8_X0Y0,PS_DDR_DQ23_504,108.432,109.522,,,,,,,,,,,,,,,,,,,,
504,AH27,PS8_X0Y0,PS_DDR_DQ24_504,117.906,119.091,,,,,,,,,,,,,,,,,,,,
504,AH28,PS8_X0Y0,PS_DDR_DQ25_504,116.980,118.155,,,,,,,,,,,,,,,,,,,,
504,AF28,PS8_X0Y0,PS_DDR_DQ26_504,109.038,110.134,,,,,,,,,,,,,,,,,,,,
504,AG28,PS8_X0Y0,PS_DDR_DQ27_504,112.865,113.999,,,,,,,,,,,,,,,,,,,,
504,AC27,PS8_X0Y0,PS_DDR_DQ28_504,91.819,92.742,,,,,,,,,,,,,,,,,,,,
504,AD27,PS8_X0Y0,PS_DDR_DQ29_504,94.047,94.992,,,,,,,,,,,,,,,,,,,,
504,AD20,PS8_X0Y0,PS_DDR_DQ2_504,81.049,81.863,,,,,,,,,,,,,,,,,,,,
504,AD28,PS8_X0Y0,PS_DDR_DQ30_504,97.990,98.975,,,,,,,,,,,,,,,,,,,,
504,AC28,PS8_X0Y0,PS_DDR_DQ31_504,91.555,92.475,,,,,,,,,,,,,,,,,,,,
504,T22,PS8_X0Y0,PS_DDR_DQ32_504,90.680,91.591,,,,,,,,,,,,,,,,,,,,
504,R22,PS8_X0Y0,PS_DDR_DQ33_504,84.847,85.700,,,,,,,,,,,,,,,,,,,,
504,P22,PS8_X0Y0,PS_DDR_DQ34_504,82.343,83.170,,,,,,,,,,,,,,,,,,,,
504,N22,PS8_X0Y0,PS_DDR_DQ35_504,73.247,73.984,,,,,,,,,,,,,,,,,,,,
504,T23,PS8_X0Y0,PS_DDR_DQ36_504,80.010,80.814,,,,,,,,,,,,,,,,,,,,
504,P24,PS8_X0Y0,PS_DDR_DQ37_504,63.464,64.102,,,,,,,,,,,,,,,,,,,,
504,R24,PS8_X0Y0,PS_DDR_DQ38_504,64.848,65.500,,,,,,,,,,,,,,,,,,,,
504,N24,PS8_X0Y0,PS_DDR_DQ39_504,68.273,68.959,,,,,,,,,,,,,,,,,,,,
504,AF20,PS8_X0Y0,PS_DDR_DQ3_504,80.938,81.752,,,,,,,,,,,,,,,,,,,,
504,H24,PS8_X0Y0,PS_DDR_DQ40_504,89.097,89.993,,,,,,,,,,,,,,,,,,,,
504,J24,PS8_X0Y0,PS_DDR_DQ41_504,94.088,95.034,,,,,,,,,,,,,,,,,,,,
504,M24,PS8_X0Y0,PS_DDR_DQ42_504,82.864,83.697,,,,,,,,,,,,,,,,,,,,
504,K24,PS8_X0Y0,PS_DDR_DQ43_504,109.623,110.725,,,,,,,,,,,,,,,,,,,,
504,J22,PS8_X0Y0,PS_DDR_DQ44_504,93.470,94.409,,,,,,,,,,,,,,,,,,,,
504,H22,PS8_X0Y0,PS_DDR_DQ45_504,87.568,88.448,,,,,,,,,,,,,,,,,,,,
504,K22,PS8_X0Y0,PS_DDR_DQ46_504,84.401,85.249,,,,,,,,,,,,,,,,,,,,
504,L22,PS8_X0Y0,PS_DDR_DQ47_504,82.030,82.854,,,,,,,,,,,,,,,,,,,,
504,M25,PS8_X0Y0,PS_DDR_DQ48_504,57.474,58.051,,,,,,,,,,,,,,,,,,,,
504,M26,PS8_X0Y0,PS_DDR_DQ49_504,57.514,58.092,,,,,,,,,,,,,,,,,,,,
504,AH21,PS8_X0Y0,PS_DDR_DQ4_504,96.284,97.252,,,,,,,,,,,,,,,,,,,,
504,L25,PS8_X0Y0,PS_DDR_DQ50_504,60.553,61.161,,,,,,,,,,,,,,,,,,,,
504,L26,PS8_X0Y0,PS_DDR_DQ51_504,59.711,60.311,,,,,,,,,,,,,,,,,,,,
504,K28,PS8_X0Y0,PS_DDR_DQ52_504,65.738,66.399,,,,,,,,,,,,,,,,,,,,
504,L28,PS8_X0Y0,PS_DDR_DQ53_504,62.209,62.834,,,,,,,,,,,,,,,,,,,,
504,M28,PS8_X0Y0,PS_DDR_DQ54_504,57.759,58.339,,,,,,,,,,,,,,,,,,,,
504,N28,PS8_X0Y0,PS_DDR_DQ55_504,58.250,58.836,,,,,,,,,,,,,,,,,,,,
504,J28,PS8_X0Y0,PS_DDR_DQ56_504,67.478,68.157,,,,,,,,,,,,,,,,,,,,
504,K27,PS8_X0Y0,PS_DDR_DQ57_504,63.078,63.712,,,,,,,,,,,,,,,,,,,,
504,H28,PS8_X0Y0,PS_DDR_DQ58_504,81.354,82.172,,,,,,,,,,,,,,,,,,,,
504,H27,PS8_X0Y0,PS_DDR_DQ59_504,77.877,78.660,,,,,,,,,,,,,,,,,,,,
504,AH20,PS8_X0Y0,PS_DDR_DQ5_504,90.693,91.605,,,,,,,,,,,,,,,,,,,,
504,G26,PS8_X0Y0,PS_DDR_DQ60_504,83.498,84.337,,,,,,,,,,,,,,,,,,,,
504,G25,PS8_X0Y0,PS_DDR_DQ61_504,88.368,89.256,,,,,,,,,,,,,,,,,,,,
504,K25,PS8_X0Y0,PS_DDR_DQ62_504,66.706,67.377,,,,,,,,,,,,,,,,,,,,
504,J25,PS8_X0Y0,PS_DDR_DQ63_504,75.067,75.821,,,,,,,,,,,,,,,,,,,,
504,T28,PS8_X0Y0,PS_DDR_DQ64_504,48.948,49.440,,,,,,,,,,,,,,,,,,,,
504,R28,PS8_X0Y0,PS_DDR_DQ65_504,54.149,54.694,,,,,,,,,,,,,,,,,,,,
504,P28,PS8_X0Y0,PS_DDR_DQ66_504,55.623,56.182,,,,,,,,,,,,,,,,,,,,
504,P27,PS8_X0Y0,PS_DDR_DQ67_504,53.835,54.376,,,,,,,,,,,,,,,,,,,,
504,P26,PS8_X0Y0,PS_DDR_DQ68_504,61.219,61.834,,,,,,,,,,,,,,,,,,,,
504,R25,PS8_X0Y0,PS_DDR_DQ69_504,33.937,34.278,,,,,,,,,,,,,,,,,,,,
504,AH19,PS8_X0Y0,PS_DDR_DQ6_504,94.552,95.503,,,,,,,,,,,,,,,,,,,,
504,P25,PS8_X0Y0,PS_DDR_DQ70_504,46.460,46.927,,,,,,,,,,,,,,,,,,,,
504,T25,PS8_X0Y0,PS_DDR_DQ71_504,35.895,36.256,,,,,,,,,,,,,,,,,,,,
504,AG19,PS8_X0Y0,PS_DDR_DQ7_504,87.615,88.495,,,,,,,,,,,,,,,,,,,,
504,AF22,PS8_X0Y0,PS_DDR_DQ8_504,87.120,87.996,,,,,,,,,,,,,,,,,,,,
504,AH22,PS8_X0Y0,PS_DDR_DQ9_504,95.000,95.955,,,,,,,,,,,,,,,,,,,,
504,AG21,PS8_X0Y0,PS_DDR_DQS_N0_504,89.910,90.814,,,,,,,,,,,,,,,,,,,,
504,AG23,PS8_X0Y0,PS_DDR_DQS_N1_504,90.013,90.917,,,,,,,,,,,,,,,,,,,,
504,AF26,PS8_X0Y0,PS_DDR_DQS_N2_504,111.629,112.751,,,,,,,,,,,,,,,,,,,,
504,AF27,PS8_X0Y0,PS_DDR_DQS_N3_504,101.667,102.689,,,,,,,,,,,,,,,,,,,,
504,M23,PS8_X0Y0,PS_DDR_DQS_N4_504,64.351,64.998,,,,,,,,,,,,,,,,,,,,
504,K23,PS8_X0Y0,PS_DDR_DQS_N5_504,94.452,95.401,,,,,,,,,,,,,,,,,,,,
504,N27,PS8_X0Y0,PS_DDR_DQS_N6_504,49.673,50.172,,,,,,,,,,,,,,,,,,,,
504,J27,PS8_X0Y0,PS_DDR_DQS_N7_504,75.030,75.784,,,,,,,,,,,,,,,,,,,,
504,T27,PS8_X0Y0,PS_DDR_DQS_N8_504,47.990,48.472,,,,,,,,,,,,,,,,,,,,
504,AF21,PS8_X0Y0,PS_DDR_DQS_P0_504,90.566,91.476,,,,,,,,,,,,,,,,,,,,
504,AF23,PS8_X0Y0,PS_DDR_DQS_P1_504,88.662,89.553,,,,,,,,,,,,,,,,,,,,
504,AF25,PS8_X0Y0,PS_DDR_DQS_P2_504,112.607,113.739,,,,,,,,,,,,,,,,,,,,
504,AE27,PS8_X0Y0,PS_DDR_DQS_P3_504,101.029,102.044,,,,,,,,,,,,,,,,,,,,
504,N23,PS8_X0Y0,PS_DDR_DQS_P4_504,64.690,65.340,,,,,,,,,,,,,,,,,,,,
504,L23,PS8_X0Y0,PS_DDR_DQS_P5_504,94.679,95.631,,,,,,,,,,,,,,,,,,,,
504,N26,PS8_X0Y0,PS_DDR_DQS_P6_504,50.063,50.567,,,,,,,,,,,,,,,,,,,,
504,J26,PS8_X0Y0,PS_DDR_DQS_P7_504,74.386,75.133,,,,,,,,,,,,,,,,,,,,
504,R27,PS8_X0Y0,PS_DDR_DQS_P8_504,49.189,49.684,,,,,,,,,,,,,,,,,,,,
504,U28,PS8_X0Y0,PS_DDR_ODT0_504,73.283,74.019,,,,,,,,,,,,,,,,,,,,
504,U26,PS8_X0Y0,PS_DDR_ODT1_504,74.157,74.903,,,,,,,,,,,,,,,,,,,,
504,V24,PS8_X0Y0,PS_DDR_PARITY_504,70.869,71.581,,,,,,,,,,,,,,,,,,,,
504,U23,PS8_X0Y0,PS_DDR_RAM_RST_N_504,46.326,46.791,,,,,,,,,,,,,,,,,,,,
504,U24,PS8_X0Y0,PS_DDR_ZQ_504,34.303,34.648,,,,,,,,,,,,,,,,,,,,
504,AB22,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,AD23,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,AF24,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,P23,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,T24,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,V25,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,Y26,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
,T12,SYSMONE4_X0Y0,VN,72.347,73.074,,,,,,,,,,,,,,,,,,,,
,R13,SYSMONE4_X0Y0,VP,73.102,73.837,,,,,,,,,,,,,,,,,,,,
,A20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A23,,PS_MGTRAVTT,,,,,,,,,,,,,,,,,,,,,,
,A24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA15,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AA16,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AA17,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AA18,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AA19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA20,,VCC_PSINTFP_DDR,,,,,,,,,,,,,,,,,,,,,,
,AA21,,VCC_PSINTFP_DDR,,,,,,,,,,,,,,,,,,,,,,
,AA24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB16,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AB27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B22,,PS_MGTRAVCC,,,,,,,,,,,,,,,,,,,,,,
,B25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
