IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
504,Y27,PS8_X0Y0,PS_DDR_A4_504,67.929,68.611,,,,,,,,,,,,,,,,,,,,
504,AA27,PS8_X0Y0,PS_DDR_A5_504,71.247,71.963,,,,,,,,,,,,,,,,,,,,
504,Y22,PS8_X0Y0,PS_DDR_A6_504,72.601,73.331,,,,,,,,,,,,,,,,,,,,
504,AA23,PS8_X0Y0,PS_DDR_A7_504,70.701,71.412,,,,,,,,,,,,,,,,,,,,
504,AA22,PS8_X0Y0,PS_DDR_A8_504,81.065,81.879,,,,,,,,,,,,,,,,,,,,
504,AB23,PS8_X0Y0,PS_DDR_A9_504,68.546,69.235,,,,,,,,,,,,,,,,,,,,
504,Y23,PS8_X0Y0,PS_DDR_ACT_N_504,76.176,76.941,,,,,,,,,,,,,,,,,,,,
504,U25,PS8_X0Y0,PS_DDR_ALERT_N_504,60.979,61.592,,,,,,,,,,,,,,,,,,,,
504,V23,PS8_X0Y0,PS_DDR_BA0_504,63.506,64.144,,,,,,,,,,,,,,,,,,,,
504,W22,PS8_X0Y0,PS_DDR_BA1_504,68.080,68.764,,,,,,,,,,,,,,,,,,,,
504,W24,PS8_X0Y0,PS_DDR_BG0_504,79.446,80.245,,,,,,,,,,,,,,,,,,,,
504,V22,PS8_X0Y0,PS_DDR_BG1_504,66.806,67.478,,,,,,,,,,,,,,,,,,,,
504,W25,PS8_X0Y0,PS_DDR_CK0_504,73.294,74.031,,,,,,,,,,,,,,,,,,,,
504,Y24,PS8_X0Y0,PS_DDR_CK1_504,72.788,73.519,,,,,,,,,,,,,,,,,,,,
504,V28,PS8_X0Y0,PS_DDR_CKE0_504,70.751,71.462,,,,,,,,,,,,,,,,,,,,
504,V27,PS8_X0Y0,PS_DDR_CKE1_504,63.179,63.814,,,,,,,,,,,,,,,,,,,,
504,W26,PS8_X0Y0,PS_DDR_CK_N0_504,74.837,75.589,,,,,,,,,,,,,,,,,,,,
504,Y25,PS8_X0Y0,PS_DDR_CK_N1_504,72.964,73.698,,,,,,,,,,,,,,,,,,,,
504,W27,PS8_X0Y0,PS_DDR_CS_N0_504,66.048,66.712,,,,,,,,,,,,,,,,,,,,
504,V26,PS8_X0Y0,PS_DDR_CS_N1_504,85.643,86.504,,,,,,,,,,,,,,,,,,,,
504,AG20,PS8_X0Y0,PS_DDR_DM0_504,89.515,90.415,,,,,,,,,,,,,,,,,,,,
504,AE23,PS8_X0Y0,PS_DDR_DM1_504,79.442,80.240,,,,,,,,,,,,,,,,,,,,
504,AE25,PS8_X0Y0,PS_DDR_DM2_504,100.791,101.804,,,,,,,,,,,,,,,,,,,,
504,AE28,PS8_X0Y0,PS_DDR_DM3_504,100.226,101.233,,,,,,,,,,,,,,,,,,,,
504,R23,PS8_X0Y0,PS_DDR_DM4_504,71.142,71.857,,,,,,,,,,,,,,,,,,,,
504,H23,PS8_X0Y0,PS_DDR_DM5_504,98.187,99.174,,,,,,,,,,,,,,,,,,,,
504,L27,PS8_X0Y0,PS_DDR_DM6_504,92.368,93.296,,,,,,,,,,,,,,,,,,,,
504,H26,PS8_X0Y0,PS_DDR_DM7_504,75.692,76.453,,,,,,,,,,,,,,,,,,,,
504,T26,PS8_X0Y0,PS_DDR_DM8_504,47.925,48.406,,,,,,,,,,,,,,,,,,,,
504,AD21,PS8_X0Y0,PS_DDR_DQ0_504,83.171,84.007,,,,,,,,,,,,,,,,,,,,
504,AE22,PS8_X0Y0,PS_DDR_DQ10_504,87.480,88.359,,,,,,,,,,,,,,,,,,,,
504,AD22,PS8_X0Y0,PS_DDR_DQ11_504,87.667,88.548,,,,,,,,,,,,,,,,,,,,
504,AH23,PS8_X0Y0,PS_DDR_DQ12_504,92.535,93.465,,,,,,,,,,,,,,,,,,,,
504,AH24,PS8_X0Y0,PS_DDR_DQ13_504,94.093,95.038,,,,,,,,,,,,,,,,,,,,
504,AE24,PS8_X0Y0,PS_DDR_DQ14_504,86.198,87.064,,,,,,,,,,,,,,,,,,,,
504,AG24,PS8_X0Y0,PS_DDR_DQ15_504,96.320,97.288,,,,,,,,,,,,,,,,,,,,
504,AC26,PS8_X0Y0,PS_DDR_DQ16_504,92.666,93.597,,,,,,,,,,,,,,,,,,,,
504,AD26,PS8_X0Y0,PS_DDR_DQ17_504,92.200,93.127,,,,,,,,,,,,,,,,,,,,
504,AD25,PS8_X0Y0,PS_DDR_DQ18_504,93.240,94.177,,,,,,,,,,,,,,,,,,,,
504,AD24,PS8_X0Y0,PS_DDR_DQ19_504,90.880,91.793,,,,,,,,,,,,,,,,,,,,
504,AE20,PS8_X0Y0,PS_DDR_DQ1_504,79.934,80.737,,,,,,,,,,,,,,,,,,,,
504,AG26,PS8_X0Y0,PS_DDR_DQ20_504,112.929,114.064,,,,,,,,,,,,,,,,,,,,
504,AH25,PS8_X0Y0,PS_DDR_DQ21_504,110.631,111.743,,,,,,,,,,,,,,,,,,,,
504,AH26,PS8_X0Y0,PS_DDR_DQ22_504,111.012,112.128,,,,,,,,,,,,,,,,,,,,
504,AG25,PS8_X0Y0,PS_DDR_DQ23_504,108.009,109.094,,,,,,,,,,,,,,,,,,,,
504,AH27,PS8_X0Y0,PS_DDR_DQ24_504,117.623,118.805,,,,,,,,,,,,,,,,,,,,
504,AH28,PS8_X0Y0,PS_DDR_DQ25_504,118.355,119.544,,,,,,,,,,,,,,,,,,,,
504,AF28,PS8_X0Y0,PS_DDR_DQ26_504,115.640,116.802,,,,,,,,,,,,,,,,,,,,
504,AG28,PS8_X0Y0,PS_DDR_DQ27_504,116.704,117.877,,,,,,,,,,,,,,,,,,,,
504,AC27,PS8_X0Y0,PS_DDR_DQ28_504,91.448,92.367,,,,,,,,,,,,,,,,,,,,
504,AD27,PS8_X0Y0,PS_DDR_DQ29_504,94.106,95.052,,,,,,,,,,,,,,,,,,,,
504,AD20,PS8_X0Y0,PS_DDR_DQ2_504,79.589,80.389,,,,,,,,,,,,,,,,,,,,
504,AD28,PS8_X0Y0,PS_DDR_DQ30_504,97.705,98.687,,,,,,,,,,,,,,,,,,,,
504,AC28,PS8_X0Y0,PS_DDR_DQ31_504,91.373,92.292,,,,,,,,,,,,,,,,,,,,
504,T22,PS8_X0Y0,PS_DDR_DQ32_504,71.326,72.042,,,,,,,,,,,,,,,,,,,,
504,R22,PS8_X0Y0,PS_DDR_DQ33_504,70.772,71.484,,,,,,,,,,,,,,,,,,,,
504,P22,PS8_X0Y0,PS_DDR_DQ34_504,73.980,74.723,,,,,,,,,,,,,,,,,,,,
504,N22,PS8_X0Y0,PS_DDR_DQ35_504,91.783,92.706,,,,,,,,,,,,,,,,,,,,
504,T23,PS8_X0Y0,PS_DDR_DQ36_504,71.490,72.208,,,,,,,,,,,,,,,,,,,,
504,P24,PS8_X0Y0,PS_DDR_DQ37_504,85.653,86.513,,,,,,,,,,,,,,,,,,,,
504,R24,PS8_X0Y0,PS_DDR_DQ38_504,83.444,84.282,,,,,,,,,,,,,,,,,,,,
504,N24,PS8_X0Y0,PS_DDR_DQ39_504,84.413,85.262,,,,,,,,,,,,,,,,,,,,
504,AF20,PS8_X0Y0,PS_DDR_DQ3_504,76.650,77.421,,,,,,,,,,,,,,,,,,,,
504,H24,PS8_X0Y0,PS_DDR_DQ40_504,120.007,121.213,,,,,,,,,,,,,,,,,,,,
504,J24,PS8_X0Y0,PS_DDR_DQ41_504,116.845,118.019,,,,,,,,,,,,,,,,,,,,
504,M24,PS8_X0Y0,PS_DDR_DQ42_504,93.177,94.114,,,,,,,,,,,,,,,,,,,,
504,K24,PS8_X0Y0,PS_DDR_DQ43_504,110.216,111.324,,,,,,,,,,,,,,,,,,,,
504,J22,PS8_X0Y0,PS_DDR_DQ44_504,112.079,113.206,,,,,,,,,,,,,,,,,,,,
504,H22,PS8_X0Y0,PS_DDR_DQ45_504,117.625,118.807,,,,,,,,,,,,,,,,,,,,
504,K22,PS8_X0Y0,PS_DDR_DQ46_504,98.780,99.773,,,,,,,,,,,,,,,,,,,,
504,L22,PS8_X0Y0,PS_DDR_DQ47_504,94.685,95.637,,,,,,,,,,,,,,,,,,,,
504,M25,PS8_X0Y0,PS_DDR_DQ48_504,84.952,85.806,,,,,,,,,,,,,,,,,,,,
504,M26,PS8_X0Y0,PS_DDR_DQ49_504,80.868,81.681,,,,,,,,,,,,,,,,,,,,
504,AH21,PS8_X0Y0,PS_DDR_DQ4_504,90.934,91.848,,,,,,,,,,,,,,,,,,,,
504,L25,PS8_X0Y0,PS_DDR_DQ50_504,88.293,89.181,,,,,,,,,,,,,,,,,,,,
504,L26,PS8_X0Y0,PS_DDR_DQ51_504,89.013,89.908,,,,,,,,,,,,,,,,,,,,
504,K28,PS8_X0Y0,PS_DDR_DQ52_504,87.615,88.495,,,,,,,,,,,,,,,,,,,,
504,L28,PS8_X0Y0,PS_DDR_DQ53_504,82.325,83.153,,,,,,,,,,,,,,,,,,,,
504,M28,PS8_X0Y0,PS_DDR_DQ54_504,81.234,82.051,,,,,,,,,,,,,,,,,,,,
504,N28,PS8_X0Y0,PS_DDR_DQ55_504,77.940,78.723,,,,,,,,,,,,,,,,,,,,
504,J28,PS8_X0Y0,PS_DDR_DQ56_504,87.931,88.814,,,,,,,,,,,,,,,,,,,,
504,K27,PS8_X0Y0,PS_DDR_DQ57_504,86.083,86.948,,,,,,,,,,,,,,,,,,,,
504,H28,PS8_X0Y0,PS_DDR_DQ58_504,92.692,93.624,,,,,,,,,,,,,,,,,,,,
504,H27,PS8_X0Y0,PS_DDR_DQ59_504,86.538,87.407,,,,,,,,,,,,,,,,,,,,
504,AH20,PS8_X0Y0,PS_DDR_DQ5_504,86.075,86.940,,,,,,,,,,,,,,,,,,,,
504,G26,PS8_X0Y0,PS_DDR_DQ60_504,87.570,88.450,,,,,,,,,,,,,,,,,,,,
504,G25,PS8_X0Y0,PS_DDR_DQ61_504,84.855,85.708,,,,,,,,,,,,,,,,,,,,
504,K25,PS8_X0Y0,PS_DDR_DQ62_504,66.082,66.746,,,,,,,,,,,,,,,,,,,,
504,J25,PS8_X0Y0,PS_DDR_DQ63_504,70.060,70.764,,,,,,,,,,,,,,,,,,,,
504,T28,PS8_X0Y0,PS_DDR_DQ64_504,68.817,69.509,,,,,,,,,,,,,,,,,,,,
504,R28,PS8_X0Y0,PS_DDR_DQ65_504,69.727,70.428,,,,,,,,,,,,,,,,,,,,
504,P28,PS8_X0Y0,PS_DDR_DQ66_504,72.764,73.496,,,,,,,,,,,,,,,,,,,,
504,P27,PS8_X0Y0,PS_DDR_DQ67_504,70.464,71.172,,,,,,,,,,,,,,,,,,,,
504,P26,PS8_X0Y0,PS_DDR_DQ68_504,73.566,74.306,,,,,,,,,,,,,,,,,,,,
504,R25,PS8_X0Y0,PS_DDR_DQ69_504,47.334,47.810,,,,,,,,,,,,,,,,,,,,
504,AH19,PS8_X0Y0,PS_DDR_DQ6_504,85.391,86.249,,,,,,,,,,,,,,,,,,,,
504,P25,PS8_X0Y0,PS_DDR_DQ70_504,56.446,57.013,,,,,,,,,,,,,,,,,,,,
504,T25,PS8_X0Y0,PS_DDR_DQ71_504,47.247,47.722,,,,,,,,,,,,,,,,,,,,
504,AG19,PS8_X0Y0,PS_DDR_DQ7_504,92.449,93.378,,,,,,,,,,,,,,,,,,,,
504,AF22,PS8_X0Y0,PS_DDR_DQ8_504,86.086,86.952,,,,,,,,,,,,,,,,,,,,
504,AH22,PS8_X0Y0,PS_DDR_DQ9_504,89.477,90.376,,,,,,,,,,,,,,,,,,,,
504,AG21,PS8_X0Y0,PS_DDR_DQS_N0_504,87.164,88.040,,,,,,,,,,,,,,,,,,,,
504,AG23,PS8_X0Y0,PS_DDR_DQS_N1_504,90.605,91.515,,,,,,,,,,,,,,,,,,,,
504,AF26,PS8_X0Y0,PS_DDR_DQS_N2_504,112.905,114.039,,,,,,,,,,,,,,,,,,,,
504,AF27,PS8_X0Y0,PS_DDR_DQS_N3_504,104.033,105.079,,,,,,,,,,,,,,,,,,,,
504,M23,PS8_X0Y0,PS_DDR_DQS_N4_504,97.686,98.668,,,,,,,,,,,,,,,,,,,,
504,K23,PS8_X0Y0,PS_DDR_DQS_N5_504,105.904,106.968,,,,,,,,,,,,,,,,,,,,
504,N27,PS8_X0Y0,PS_DDR_DQS_N6_504,86.735,87.606,,,,,,,,,,,,,,,,,,,,
504,J27,PS8_X0Y0,PS_DDR_DQS_N7_504,86.153,87.019,,,,,,,,,,,,,,,,,,,,
504,T27,PS8_X0Y0,PS_DDR_DQS_N8_504,61.182,61.796,,,,,,,,,,,,,,,,,,,,
504,AF21,PS8_X0Y0,PS_DDR_DQS_P0_504,87.626,88.506,,,,,,,,,,,,,,,,,,,,
504,AF23,PS8_X0Y0,PS_DDR_DQS_P1_504,89.772,90.674,,,,,,,,,,,,,,,,,,,,
504,AF25,PS8_X0Y0,PS_DDR_DQS_P2_504,113.254,114.392,,,,,,,,,,,,,,,,,,,,
504,AE27,PS8_X0Y0,PS_DDR_DQS_P3_504,103.688,104.730,,,,,,,,,,,,,,,,,,,,
504,N23,PS8_X0Y0,PS_DDR_DQS_P4_504,97.203,98.180,,,,,,,,,,,,,,,,,,,,
504,L23,PS8_X0Y0,PS_DDR_DQS_P5_504,106.818,107.892,,,,,,,,,,,,,,,,,,,,
504,N26,PS8_X0Y0,PS_DDR_DQS_P6_504,87.281,88.159,,,,,,,,,,,,,,,,,,,,
504,J26,PS8_X0Y0,PS_DDR_DQS_P7_504,86.555,87.425,,,,,,,,,,,,,,,,,,,,
504,R27,PS8_X0Y0,PS_DDR_DQS_P8_504,61.883,62.505,,,,,,,,,,,,,,,,,,,,
504,U28,PS8_X0Y0,PS_DDR_ODT0_504,74.291,75.038,,,,,,,,,,,,,,,,,,,,
504,U26,PS8_X0Y0,PS_DDR_ODT1_504,62.443,63.071,,,,,,,,,,,,,,,,,,,,
504,V24,PS8_X0Y0,PS_DDR_PARITY_504,63.723,64.364,,,,,,,,,,,,,,,,,,,,
504,U23,PS8_X0Y0,PS_DDR_RAM_RST_N_504,42.355,42.781,,,,,,,,,,,,,,,,,,,,
504,U24,PS8_X0Y0,PS_DDR_ZQ_504,51.649,52.168,,,,,,,,,,,,,,,,,,,,
504,AB22,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,AD23,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,AF24,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,P23,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,T24,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,V25,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
504,Y26,,VCCO_PSDDR_504,,,,,,,,,,,,,,,,,,,,,,
,T12,SYSMONE4_X0Y0,VN,61.356,61.972,,,,,,,,,,,,,,,,,,,,
,R13,SYSMONE4_X0Y0,VP,62.847,63.478,,,,,,,,,,,,,,,,,,,,
,A20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A23,,PS_MGTRAVTT,,,,,,,,,,,,,,,,,,,,,,
,A24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA15,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AA16,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AA17,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AA18,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AA19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA20,,VCC_PSINTFP_DDR,,,,,,,,,,,,,,,,,,,,,,
,AA21,,VCC_PSINTFP_DDR,,,,,,,,,,,,,,,,,,,,,,
,AA24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB16,,VCC_PSINTFP,,,,,,,,,,,,,,,,,,,,,,
,AB27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AG27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AH5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B22,,PS_MGTRAVCC,,,,,,,,,,,,,,,,,,,,,,
,B25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C23,,PS_MGTRAVTT,,,,,,,,,,,,,,,,,,,,,,
,C24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D22,,PS_MGTRAVCC,,,,,,,,,,,,,,,,,,,,,,
,D25,,PS_MGTRAVTT,,,,,,,,,,,,,,,,,,,,,,
,D26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E23,,PS_MGTRAVTT,,,,,,,,,,,,,,,,,,,,,,
,E24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K10,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,K11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L10,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,L11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,L12,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,L24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M10,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,M11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,M12,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,M13,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,M14,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,M15,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,M16,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,M2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M9,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,N1,,NC,,,,,,,,,,,,,,,,,,,,,,
,N10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N16,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,N2,,NC,,,,,,,,,,,,,,,,,,,,,,
,N20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N3,,NC,,,,,,,,,,,,,,,,,,,,,,
,N4,,NC,,,,,,,,,,,,,,,,,,,,,,
,N5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P1,,NC,,,,,,,,,,,,,,,,,,,,,,
,P10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P2,,NC,,,,,,,,,,,,,,,,,,,,,,
,P3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P4,,NC,,,,,,,,,,,,,,,,,,,,,,
,P5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R3,,NC,,,,,,,,,,,,,,,,,,,,,,
,R4,,NC,,,,,,,,,,,,,,,,,,,,,,
,R5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T1,,NC,,,,,,,,,,,,,,,,,,,,,,
,T10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T16,,VCC_PSPLL,,,,,,,,,,,,,,,,,,,,,,
,T17,,VCC_PSPLL,,,,,,,,,,,,,,,,,,,,,,
,T18,,VCC_PSPLL,,,,,,,,,,,,,,,,,,,,,,
,T19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T2,,NC,,,,,,,,,,,,,,,,,,,,,,
,T3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T4,,NC,,,,,,,,,,,,,,,,,,,,,,
,T5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U16,,VCC_PSDDR_PLL,,,,,,,,,,,,,,,,,,,,,,
,U17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U18,,VCC_PSDDR_PLL,,,,,,,,,,,,,,,,,,,,,,
,U19,,VCC_PSAUX,,,,,,,,,,,,,,,,,,,,,,
,U2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U20,,VCC_PSAUX,,,,,,,,,,,,,,,,,,,,,,
,U21,,RSVDGND,,,,,,,,,,,,,,,,,,,,,,
,U22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U3,,NC,,,,,,,,,,,,,,,,,,,,,,
,U4,,NC,,,,,,,,,,,,,,,,,,,,,,
,U5,,NC,,,,,,,,,,,,,,,,,,,,,,
,U6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
